name,address,rating,reviews,price,cuisines,lon,lat,zone,subzone
Patro's,920 East Coast Parkway Singapore 449875 Singapore,2.5,6,$$,"['Indian', 'Mexican']",103.9065567,1.299026997,MARINE PARADE,EAST COAST
Prata Wala,9 Bishan Pl #B1-24/24A Singapore 579837 Singapore,3.0,4,$,['Indian'],103.848936,1.350749,BISHAN,BISHAN EAST
Orchard Maharajah,39 Cuppage Rd Singapore 229461 Singapore,3.5,3,$$,['Indian'],103.8403168,1.30225,ORCHARD,SOMERSET
Mirchi,"8 Raffles Avenue #02-23, The Esplanade Singapore 039802 Singapore",3.5,2,$$,['Indian'],103.8564633,1.290007018,DOWNTOWN CORE,MARINA CENTRE
Empress Road Food Centre,7 Empress Road Holland Singapore 260007 Singapore,3.0,3,$,['Indian'],103.8056107,1.31625,BUKIT TIMAH,FARRER COURT
Gandhi Restaurant,31 Chandler Road Singapore 219538 Singapore,2.5,4,$,['Indian'],103.851226,1.308204,ROCHOR,FARRER PARK
Indian Express,2 Orchard Turn #B4-03/04 Singapore 238801 Singapore,3.5,2,,['Indian'],103.8318176,1.30407,ORCHARD,BOULEVARD
Chillas,3 Fusionopolis Way Galaxis #02-03 Singapore 138633 Singapore,3.5,2,$$,['Indian'],103.7882374,1.298490721,QUEENSTOWN,ONE NORTH
Prata Prata,10 Pasir Panjang Rd Mapletree Business City Singapore 117438 Singapore,3.5,2,,['Indian'],103.7999568,1.274576913,QUEENSTOWN,PASIR PANJANG 2
Taste of India,36 Belilios Ln Singapore 219969 Singapore,3.0,2,,['Indian'],103.8520584,1.30766,ROCHOR,FARRER PARK
D'Bell,43 North Canal Road Singapore 059299 Singapore,4.0,1,$$,"['Indian', 'Vegetarian']",103.8467815,1.2871135,SINGAPORE RIVER,BOAT QUAY
Raj Wines,47 Clive St Singapore 209791 Singapore,3.5,2,$$,"['Indian', 'Wine Bars']",103.8522098,1.305364789,ROCHOR,LITTLE INDIA
The Curry Culture - Farrer Park,12 Farrer Park Station Rd Singapore 217565 Singapore,4.0,1,,['Indian'],103.85471,1.31226,ROCHOR,FARRER PARK
Ariff's Restaurant,Blk 71 Kallang Bahru #01-529B Singapore 330071 Singapore,4.0,1,,['Indian'],103.87037,1.321,KALLANG,GEYLANG BAHRU
Baanu Restaurant,82 Syed Alwi Road Opposite Mustafa Centre Gate 5 Singapore 207661 Singapore,4.0,1,,['Indian'],103.8560704,1.3089921,ROCHOR,LITTLE INDIA
Pondok,11 MacKenzie Rd Singapore 228675 Singapore,4.0,1,,"['Indian', 'Pubs']",103.8497244,1.304538643,ROCHOR,MOUNT EMILY
Sher Indian Garden,79 Bukit Timah Road Bar Bar Black Sheep 8 Singapore 279892 Singapore,3.0,2,$$,['Indian'],103.8477173,1.3070399,ROCHOR,MACKENZIE
Andhra Curry,"41,43 Kerbau Rd Singapore 219170 Singapore",3.0,2,,['Indian'],103.85082,1.30717,ROCHOR,FARRER PARK
Komala's Deli,Unit.No. R1 Tasty Food Court B1-17 Tanglin Mall 163 Tanglin Road Singapore 247933 Singapore,4.0,1,,"['Indian', 'Fast Food', 'Vegetarian']",103.823852,1.304948,ORCHARD,TANGLIN
Muhammed King's Prata,North Canal Road Singapore Singapore,4.0,1,,['Indian'],103.8485837,1.286236299,SINGAPORE RIVER,BOAT QUAY
Myra's @ The Stadium,2 Stadium Walk Unit 01-04 Indoor Stadium Waterfront Singapore 397691 Singapore,4.0,1,,"['Mexican', 'Indian', 'Salad']",103.8742199,1.30091,KALLANG,TANJONG RHU
Brinda's,Blk 162 Bukit Merah Central #01-3533 Singapore 159460 Singapore,4.0,1,$,['Indian'],103.8177846,1.283955164,BUKIT MERAH,BUKIT MERAH
Haldhi,Boat Quay 61 Singapore 049849 Singapore,3.0,2,,['Indian'],103.8492899,1.2875541,SINGAPORE RIVER,BOAT QUAY
Premaas Cuisine,6 Dalhousie Lane Singapore 209675 Singapore,3.5,2,$$,['Indian'],103.8519516,1.30495,ROCHOR,LITTLE INDIA
Srisun Prata,Singapore 120446 Singapore,4.0,1,,"['Indian', 'Street Vendors']",103.764756,1.312458051,CLEMENTI,CLEMENTI CENTRAL
Sitara Restaurant,291 Serangoon Rd Singapore 218107 Singapore,2.5,3,,['Indian'],103.8545574,1.311204112,ROCHOR,FARRER PARK
Masala Tandoor,"Block 81, Marine Parade Central #01-654 Singapore 440081 Singapore",4.0,1,,['Indian'],103.907111,1.30286,MARINE PARADE,MARINE PARADE
Indian Muslim Food Palace,1220 East Coast Parkway East Coast Lagoon Food Village Singapore 468960 Singapore,4.0,1,,['Indian'],103.9351273,1.308289312,BEDOK,SIGLAP
Jade Of India,172 Race Course Road # 01-01/05 Singapore 218605 Singapore,2.5,2,,['Indian'],103.8529129,1.31078,ROCHOR,FARRER PARK
Al-Sheik Mee Stall,Singapore 299553 Singapore,2.5,2,,['Indian'],103.814332,1.323776659,NOVENA,DUNEARN
Thasevi Jalan Kayu Prata Restaurant,237 &amp; 239 Jalan Kayu Singapore 799463 Singapore,2.0,4,,['Indian'],103.8728027,1.39621,SENGKANG,FERNVALE
Food on Fire,"25 Church Street #01-07, Square 3 Singapore 049482 Singapore",2.0,3,$,['Indian'],103.848624,1.283761,OUTRAM,CHINA SQUARE
Kinara Contemporary Indian Cuisine,164 Upper East Coast Rd Singapore 455265 Singapore,3.5,2,$$,['Indian'],103.93182,1.31378,BEDOK,FRANKEL
Sankranti,"5 Tampines Central 6 #01-22, Telepark Singapore 529482 Singapore",3.0,2,$,['Indian'],103.9420471,1.35338,TAMPINES,TAMPINES EAST
Jewel Of India Restaurant,181 Kitchener Road New Park Hotel #01-01/03 (behind Mustafa) Singapore 208533 Singapore,3.0,1,,['Indian'],103.8556451,1.310527918,KALLANG,LAVENDER
Al Mahboob Indian Rojak,300 Tampines Ave 5 #01-02 Tampines Junction Singapore 520506 Singapore,2.5,2,$,['Indian'],103.9419127,1.352029204,TAMPINES,TAMPINES EAST
Niqqi's The Cheese Prata Shop,18 Clementi Rd Singapore 129747 Singapore,2.5,2,$,['Indian'],103.7686067,1.2929311,QUEENSTOWN,PASIR PANJANG 1
Currylicious - Sim Lim Square,1 Rochor Canal Road #B1-26 Sim Lim Square Singapore 188504 Singapore,3.0,1,,['Indian'],103.852898,1.303334,ROCHOR,BENCOOLEN
Indian &amp; Pakistani Stall,1 Rochor Canal Road Sim Lim Square Food Centre Singapore 188504 Singapore,3.0,1,,"['Indian', 'Pakistani']",103.853091,1.303093,ROCHOR,BENCOOLEN
Sabeena's Indian Cuisine,261 Waterloo Street Waterloo Centre #01-29 Singapore 180261 Singapore,3.0,1,,['Indian'],103.8519363,1.2988501,ROCHOR,VICTORIA
Biryani Hut,672 Chander Rd Singapore 219557 Singapore,3.0,1,,['Indian'],103.8511,1.30732,ROCHOR,FARRER PARK
Cocobay,3 Norris Rd Singapore 208248 Singapore,3.0,1,,['Indian'],103.8536746,1.30813479,ROCHOR,LITTLE INDIA
ABC Maju Restaurant,230 Balestier Rd Singapore 329692 Singapore,3.0,1,,"['Indian', 'Coffee &amp; Tea', 'Singaporean']",103.8530399,1.32154,NOVENA,BALESTIER
Yummy Punjaby,"321 Alexandra Rd #01-07, Alexandra Central Mall Singapore 159971 Singapore",3.0,1,,['Indian'],103.80519,1.28751,BUKIT MERAH,ALEXANDRA HILL
Pangat Indian Vegetarian,03-014 Suntec City Singapore 038989 Singapore,3.0,1,,['Indian'],103.8588867,1.29531,DOWNTOWN CORE,MARINA CENTRE
Al Amin Food Stall,11 Telok Blangah Crescent #01-95 Singapore 108944 Singapore,3.0,1,$,['Indian'],103.8186832,1.277385728,BUKIT MERAH,TELOK BLANGAH WAY
6th Avenue Briyani,12 Sixth Avenue Singapore 276475 Singapore,3.0,1,$,"['Indian', 'Street Vendors']",103.7950134,1.3308901,BUKIT TIMAH,HOLLAND ROAD
Zaffran,Maxwell Road 4 Singapore Singapore,3.0,1,,['Indian'],103.8456802,1.2786901,DOWNTOWN CORE,MAXWELL
What the Fish,68 Serangoon Garden Way Singapore 555964 Singapore,3.0,1,,['Indian'],103.8654022,1.36409,SERANGOON,SERANGOON GARDEN
Indian Vegetarian,Comtech 60 Alexandra Terrace Singapore 118502 Singapore,3.0,1,,['Indian'],103.7994614,1.27634,QUEENSTOWN,PASIR PANJANG 2
Andhra Curry,Comtech 60 Alexandra Terrace Singapore 118502 Singapore,3.0,1,,['Indian'],103.7994614,1.27634,QUEENSTOWN,PASIR PANJANG 2
Raimah Indian Food,90 Jalan Lapang Singapore 419016 Singapore,3.0,1,,['Indian'],103.9141388,1.3226399,BEDOK,KEMBANGAN
Bombay Dining,89 Pasir Panjang #00 -89 Singapore 118511 Singapore,3.0,1,,"['Indian', 'Chinese', 'Mexican']",103.79529,1.27484,QUEENSTOWN,PORT
My Briyani House,1000 East Coast Parkway Singapore 449876 Singapore,2.0,2,,['Indian'],103.9129638,1.30142977,MARINE PARADE,EAST COAST
Srisun Prata,168 Bedok South Ave 3 Singapore 460168 Singapore,3.0,1,$,"['Indian', 'Street Vendors']",103.9444957,1.320237818,BEDOK,BEDOK SOUTH
Bismillah Muslim Food Stall,7 Maxwell Rd #01-63 Amoy Street Food Centre Singapore 069111 Singapore,2.0,1,,"['Pakistani', 'Indian']",103.8461838,1.27863,DOWNTOWN CORE,MAXWELL
Meatsmith Little India,21 Campbell Ln Singapore 209894 Singapore,5.0,1,,"['Smokehouse', 'Indian']",103.8524087,1.305470131,ROCHOR,LITTLE INDIA
Tandoori,320 Serangoon Rd #01-26/27/28 Singapore 218108 Singapore,2.0,1,,['Indian'],103.8550099,1.31088,KALLANG,LAVENDER
Fathima Food Zone,No 20 Dunlop Street Singapore 209348 Singapore,2.0,1,,['Indian'],103.8541107,1.30451,ROCHOR,LITTLE INDIA
Komala Vilas Restaurant,24 Race Course Rd Singapore 218548 Singapore,5.0,1,$,"['Indian', 'Vegetarian']",103.8506,1.3077399,ROCHOR,FARRER PARK
Saha,"1 St Andrew's Rd #01-03, Supreme Court Wing, National Gallery Singapore Singapore 178957 Singapore",5.0,1,$$$$,['Indian'],103.8515368,1.289829873,DOWNTOWN CORE,CITY HALL
Best Indian Food Catering,103 Syed Alwi Road Singapore 207679 Singapore,5.0,1,$$$,['Indian'],103.8551407,1.30969,ROCHOR,LITTLE INDIA
Flame On Curry,1 Kampong Bahru Road Singapore 169339 Singapore,5.0,1,$$,['Indian'],103.8365903,1.277289528,BUKIT MERAH,EVERTON PARK
My Briyani House,1 Stadium Pl Singapore Singapore,1.0,2,$,['Indian'],103.872649,1.303133343,KALLANG,TANJONG RHU
Namastaey India Vegetarian Restaurant,"80, Syed Alwi Road, Singapore Opposite Mustafa Centre Singapore 207659 Singapore",4.0,1,$$,"['Indian', 'Food Delivery Services', 'Vegetarian']",103.856102,1.30891,ROCHOR,LITTLE INDIA
Phoenix Indian Restaurant,4 Phoenix Road Singapore 668158 Singapore,5.0,1,,['Indian'],103.7570562,1.377420025,BUKIT BATOK,GOMBAK
Manchurian Club Restaurant &amp; Bar,21 Biopolis Rd #01-03 North Tower Singapore 138567 Singapore,4.0,1,,"['Chinese', 'Indian', 'Bars']",103.7925745,1.301775626,QUEENSTOWN,ONE NORTH
Kaaraikudi,127-131 Serangoon Road Singapore 218034 Singapore,3.0,1,,['Indian'],103.8523026,1.30761,ROCHOR,FARRER PARK
Spice Grill,"12 Gopeng St #01- 82/83, Icon Village Singapore 078877 Singapore",3.0,1,,['Indian'],103.8447948,1.275831439,DOWNTOWN CORE,TANJONG PAGAR
Springleaf Pratas Place,106 Clementi Street 12 #01-64 Sunset Way Singapore 120106 Singapore,3.0,1,,['Indian'],103.7697,1.32198,CLEMENTI,SUNSET WAY
Arunachala Bhavan,40 Race Course Rd Singapore 218556 Singapore,1.0,1,,['Indian'],103.8507627,1.308086523,ROCHOR,FARRER PARK
Dial-A-Curry,44 Jln Merah Saga Singapore 278116 Singapore,2.0,1,,['Indian'],103.7970276,1.31207,BUKIT TIMAH,LEEDON PARK
Komala's Restaurant,460 Alexandra Rd #01-01 PSA Building - ARC Singapore 119963 Singapore,1.0,1,,['Indian'],103.8020411,1.273805867,QUEENSTOWN,PASIR PANJANG 2
Toast and Curry,43 Siloso Beach Walk #01-02 Southern Islands 099705 Singapore,1.5,2,,['Indian'],103.81759,1.25207,SOUTHERN ISLANDS,SENTOSA
Kampong Glam Cafe,17 Bussorah St Singapore 199438 Singapore,4.0,23,$,['Indonesian'],103.8599764,1.301243022,ROCHOR,KAMPONG GLAM
Blue Bali on Cluny,House 1D Cluny Road Singapore 259600 Singapore,4.0,15,$$,['Indonesian'],103.8163,1.31788,TANGLIN,TYERSALL
Ayam Penyet Ria,"304 Orchard Road #04-25, Lucky Plaza Singapore 238863 Singapore",4.0,18,$,['Indonesian'],103.8339296,1.3045649,ORCHARD,BOULEVARD
The Rice Table,International Building 360 Orchard Rd #02-09/10 Singapore 238869 Singapore,4.5,9,$$,['Indonesian'],103.8308644,1.306058295,ORCHARD,BOULEVARD
Hjh Maimunah Restaurant - JOO CHIAT,20 Joo Chiat Rd #01-02 Singapore 427357 Singapore,4.5,7,,['Indonesian'],103.89783,1.31546,GEYLANG,GEYLANG EAST
Jtown Cafe,229 Orchard Road Singapore 238852 Singapore,4.5,8,$,['Indonesian'],103.839325,1.3010293,ORCHARD,SOMERSET
Indocafe The White House,35A Scotts Road Singapore 228228 Singapore,4.0,8,$$,['Indonesian'],103.8355601,1.310957096,NEWTON,GOODWOOD PARK
Warung M Nasir,69 Killiney Road Singapore 239526 Singapore,3.5,11,$$,['Indonesian'],103.8393784,1.2988501,RIVER VALLEY,OXLEY
Cumi Bali,66 Tanjong Pagar Rd Singapore 088487 Singapore,4.0,10,$$,['Indonesian'],103.84542,1.27882,DOWNTOWN CORE,TANJONG PAGAR
Tambuah Mas Indonesian Restaurant,290 Orchard Road #B1-44 The Paragon Singapore 238859 Singapore,3.5,10,$$,['Indonesian'],103.8358307,1.30389,ORCHARD,BOULEVARD
Warong Nasi Pariaman,738 North Bridge Road Singapore 198706 Singapore,3.5,9,,['Indonesian'],103.8592072,1.30287,ROCHOR,KAMPONG GLAM
RM Minang House,304 Orchard Road #02-04 Singapore Singapore,5.0,3,,['Indonesian'],103.8340599,1.30400932,ORCHARD,BOULEVARD
Tambuah Mas,19 Tanglin Rd Singapore 247909 Singapore,4.0,6,$$,['Indonesian'],103.826622,1.3062,ORCHARD,TANGLIN
Rendezvous Restaurant Hock Lock Kee,"6 Eu Tong Sen Street #02-72, The Central Singapore 059817 Singapore",3.5,10,$$,['Indonesian'],103.8468987,1.288959772,SINGAPORE RIVER,CLARKE QUAY
Bebek Goreng Pak Ndut,304 Orchard Rd #01-42/43 &amp; 44 Singapore 238863 Singapore,4.0,5,,['Indonesian'],103.83403,1.30442,ORCHARD,BOULEVARD
Bumbu,44 Kandahar St Singapore 198897 Singapore,3.5,5,$$,"['Indonesian', 'Thai']",103.8598709,1.3018399,ROCHOR,KAMPONG GLAM
Ayam Bakar Ojali,"304 Orchard Road #03-39/43, Lucky Plaza Singapore 238863 Singapore",4.5,3,,['Indonesian'],103.8338877,1.304219528,ORCHARD,BOULEVARD
Pagi Sore,100 Tras St #02-28 100AM Singapore 079027 Singapore,3.5,5,$$$,['Indonesian'],103.8435,1.2752699,DOWNTOWN CORE,ANSON
Rumah Makan Minang,18 Kandahar St Singapore 198884 Singapore,3.0,7,,['Indonesian'],103.8595799,1.30233,ROCHOR,KAMPONG GLAM
Dapur Penyet,176 Orchard Rd #01-59/60/61/62 Singapore 238843 Singapore,3.5,4,,['Indonesian'],103.83962,1.30152,ORCHARD,SOMERSET
Yanti Nasi Padang,45 Keong Saik Road Singapore 089149 Singapore,4.0,3,,['Indonesian'],103.8414383,1.2804199,OUTRAM,CHINATOWN
Tok Tok Indonesian Soup House,313 Orchard Rd #B3-10 Singapore 238895 Singapore,4.0,3,,['Indonesian'],103.83843,1.30089,ORCHARD,SOMERSET
Sinar Pagi Nasi Padang,13 Circular Rd Singapore 049369 Singapore,3.5,4,,"['Do-It-Yourself Food', 'Indonesian', 'Malaysian']",103.84899,1.28766,SINGAPORE RIVER,BOAT QUAY
Sari Ratu,20 Pahang Street Singapore 198617 Singapore,4.0,2,,['Indonesian'],103.86129,1.3021801,ROCHOR,KAMPONG GLAM
Indo Express,304 Orchard Rd Shop 12 Asian Food Mall Singapore 238863 Singapore,5.0,1,,['Indonesian'],103.83403,1.30442,ORCHARD,BOULEVARD
Sari Ratu,"304 Orchard Rd #02-107, Lucky Plaza Singapore 238863 Singapore",3.5,3,,['Indonesian'],103.8340315,1.304114406,ORCHARD,BOULEVARD
Resto Surabaya,"14 Scotts Road, #05-26/26A Far East Plaza Singapore 228213 Singapore",3.5,3,,['Indonesian'],103.8335419,1.30691,ORCHARD,BOULEVARD
1 Market By Chef Wan,"68 Orchard Road #04-45/49, Plaza Singapura Singapore 238839 Singapore",3.5,3,$$$$,['Indonesian'],103.8455707,1.299602907,MUSEUM,DHOBY GHAUT
Pagi Sore Indonesian Restaurant,"88/90 Telok Ayer Street, Far East Square Singapore 048470 Singapore",3.0,5,$$,['Indonesian'],103.8485794,1.28257,OUTRAM,CHINA SQUARE
Sari Ratu,4001 Beach Road Singapore 199584 Singapore,5.0,1,$,['Indonesian'],103.8625999,1.302677168,KALLANG,CRAWFORD
Kantin Aneka Indonesian BBQ,176 Orchard Road Food Court Basement Of Centrepoint Singapore 238843 Singapore,5.0,1,,"['Indonesian', 'Fast Food']",103.8397064,1.30196,ORCHARD,SOMERSET
Tok Tok Ann Siang Hill,18 Ann Siang Rd #01-01 Singapore 069698 Singapore,5.0,1,,['Indonesian'],103.84559,1.28114,OUTRAM,CHINATOWN
Ambeng Cafe,430 Upper Changi Rd #01-65 Singapore 486936 Singapore,5.0,1,,['Indonesian'],103.9462658,1.332220783,BEDOK,BEDOK NORTH
Resto Surabaya,304 Orch Road #02-63-2-64 Lucky Plaza Singapore 238863 Singapore,3.0,3,,['Indonesian'],103.8339226,1.304273208,ORCHARD,BOULEVARD
Riverside Indonesian,Plaza Singapura Level 6 inside Kopitiam Singapore 258500 Singapore,3.5,2,,['Indonesian'],103.8198776,1.30733,TANGLIN,NASSIM
Pepes,391 Orch Rd #04-16 Ngee Ann City Singapore 238872 Singapore,4.0,1,,['Indonesian'],103.83461,1.3025399,ORCHARD,BOULEVARD
Bayang Indonesian Restaurant And Bar,3A River Valley Rd #01-05 Singapore 129905 Singapore,3.0,2,,['Indonesian'],103.8452261,1.289775671,SINGAPORE RIVER,CLARKE QUAY
Indonesian Taste,"238 Thomson Rd #3, Velocity Mall Singapore 307683 Singapore",4.0,1,$,['Indonesian'],103.84368,1.32013,NOVENA,MOULMEIN
Dju Dju Indonesian Nasi Padang,304 Serangoon Avenue 2 #01-14 Singapore 550304 Singapore,4.0,1,,['Indonesian'],103.8676688,1.3539511,SERANGOON,SERANGOON CENTRAL
Sabar Menanti Restaurant &amp; Catering Pte Ltd,48 Kandahar Street Singapore 198899 Singapore,3.0,2,,['Indonesian'],103.8599167,1.30177,ROCHOR,KAMPONG GLAM
Es Teler 77,"8 Grange Rd #B1-02, Orchard Cineleisure Singapore 239695 Singapore",3.0,2,,['Indonesian'],103.836311,1.302111,ORCHARD,SOMERSET
Punggol Nasi Padang,3 Temasek Boulevard #B1-100 Singapore 038983 Singapore,4.0,1,,['Indonesian'],103.8585281,1.29577,DOWNTOWN CORE,MARINA CENTRE
Nyonya &amp; Baba Peranakan,1 Harbourfront Walk #01-54/56 Vivocity Singapore 098585 Singapore,4.0,1,$$$,['Indonesian'],103.8220673,1.26431,BUKIT MERAH,MARITIME SQUARE
Bumbu,Telok Ayer Street 125 Singapore 048423 Singapore,3.0,2,$,"['Indonesian', 'Thai']",103.847187,1.28452,OUTRAM,CHINA SQUARE
Warong Java,"Blk 539, Ste 01-619 Bedok North St 3 Singapore 460539 Singapore",4.0,1,$$,['Indonesian'],103.9257419,1.331238823,BEDOK,BEDOK NORTH
Ayam Penyet Ria,"Far East Plaza 14 Scotts Road, #05-22 Singapore 228213 Singapore",2.5,2,$,['Indonesian'],103.8335419,1.30691,ORCHARD,BOULEVARD
Bebek Goreng Pak Ndut,1 Tampines Central 1 Singapore 529537 Singapore,4.0,1,$,['Indonesian'],103.9452603,1.353740152,TAMPINES,TAMPINES EAST
Ayam Penyet President,304 Orchard Rd #03-36/37 Singapore 238863 Singapore,3.0,1,$,['Indonesian'],103.8338719,1.304228927,ORCHARD,BOULEVARD
Indonesia BBQ Food Stall - Albert Centre,270 Queen Street #01-65 Albert Centre Market &amp; Food Centre Singapore 180270 Singapore,3.0,1,,['Indonesian'],103.8546831,1.3010891,ROCHOR,VICTORIA
Indonesian BBQ - Sim Lim Square Food Court,"1 Rochor Canal Rd #B1-08, Sim Lim Square Singapore 188504 Singapore",3.0,1,,['Indonesian'],103.8523865,1.303484042,ROCHOR,BENCOOLEN
Garuda Padang,7-8 Amoy Street #01-01 Far East Square Singapore 049949 Singapore,2.0,2,,['Indonesian'],103.8486779,1.282818469,OUTRAM,CHINA SQUARE
Ayam Penyet Ria,"311 New Upper Changi Rd #01-71/72, Bedok Mall Singapore 467360 Singapore",3.0,1,,['Indonesian'],103.9290771,1.32476,BEDOK,BEDOK NORTH
My Makan Place,283 Tanjong Katong Rd Singapore 437066 Singapore,4.5,2,,['Indonesian'],103.89581,1.30686,MARINE PARADE,KATONG
IndoChili,"7 Wallich St #B1-03, Tanjong Pagar Centre Singapore 078884 Singapore",2.0,1,,['Indonesian'],103.84509,1.27679,DOWNTOWN CORE,TANJONG PAGAR
Dapur Jen's,28 Kandahar Street Singapore 198889 Singapore,2.0,1,,['Indonesian'],103.859796,1.302176,ROCHOR,KAMPONG GLAM
Warung Kampung,25 Telok Ayer St Singapore 048427 Singapore,1.0,1,,['Indonesian'],103.8488327,1.2830228,OUTRAM,CHINA SQUARE
Marche,313 Orchard Rd #01-39/46 Singapore 238895 Singapore,3.5,28,$$,"['International', 'Modern European']",103.83843,1.30089,ORCHARD,SOMERSET
Fynn's,26 Beach Rd #b1-21 Singapore 189768 Singapore,5.0,4,,"['International', 'Bars']",103.85484,1.29403,DOWNTOWN CORE,CITY HALL
Ted's,30 Eunos Rd 5 Singapore 400030 Singapore,5.0,1,,['International'],103.89601,1.31931,GEYLANG,GEYLANG EAST
Petite Menu,139 Lavender St Level 1 Singapore 338739 Singapore,4.0,1,,['International'],103.8610012,1.31272586,KALLANG,LAVENDER
Muddy Murphy's,442 Orchard Rd #01-02 to 05 Claymore Connect Singapore 238879 Singapore,4.0,16,$$,"['Pubs', 'Irish']",103.8289161,1.3074175,ORCHARD,BOULEVARD
O'Learys Bar &amp; Restaurant,80 Airport Boulevard #03-52 Changi Airport Terminal 1 Singapore 819642 Singapore,2.5,4,$$$$,"['Irish', 'American (Traditional)']",103.9903336,1.36136,CHANGI,CHANGI AIRPORT
O'Briens Irish Sandwich Cafe,11-2 Jalan Tan Tock Seng #B1-1 Singapore 308433 Singapore,3.0,1,$$,"['Salad', 'Irish', 'Sandwiches']",103.8450265,1.321278487,NOVENA,MOULMEIN
Etna Italian Restaurant,49/50 Duxton Rd Singapore 089514 Singapore,4.5,28,$$,"['Italian', 'Vegetarian', 'Pizza']",103.843372,1.278557,OUTRAM,CHINATOWN
Cicheti,52 Kandahar St Singapore 198901 Singapore,4.0,34,$$$,"['Wine Bars', 'Italian', 'Pizza']",103.85997,1.3017,ROCHOR,KAMPONG GLAM
Latteria Mozzarella Bar,40 Duxton Hill Singapore 089618 Singapore,4.0,29,$$$,['Italian'],103.8429031,1.27859,OUTRAM,CHINATOWN
Kilo,66 Kampong Bugis #02-01 Singapore 338987 Singapore,4.0,22,$$,"['Japanese', 'Italian']",103.866127,1.30612,KALLANG,KAMPONG BUGIS
Basilico,1 Cuscaden Rd Level 2 Singapore 249715 Singapore,4.5,17,$$$$,['Italian'],103.8248152,1.304869655,ORCHARD,TANGLIN
La Strada,"1 Scotts Rd #01-13, Shaw Centre Singapore 228208 Singapore",4.5,16,$$$,['Italian'],103.8318952,1.306347554,ORCHARD,BOULEVARD
Bistecca Tuscan Steakhouse,25 Mohamed Sultan Rd Singapore 238969 Singapore,4.0,24,$$$$,"['Steakhouses', 'Italian']",103.8411865,1.29346,RIVER VALLEY,INSTITUTION HILL
Garibaldi Italian Restaurant &amp; Bar,36 Purvis St #01-02 Singapore 188613 Singapore,4.0,15,$$$$,"['Bars', 'Italian']",103.8550471,1.296551498,DOWNTOWN CORE,BUGIS
Buko Nero,126 Tanjong Pagar Rd Singapore 088534 Singapore,4.5,12,$$$$,['Italian'],103.8454208,1.27882,DOWNTOWN CORE,TANJONG PAGAR
Peperoni Pizzeria,6 Greenwood Avenue Hillcrest Park Singapore 289195 Singapore,4.0,19,$$,"['Italian', 'Pizza']",103.8071899,1.33128,BUKIT TIMAH,HILLCREST
Trattoria Lafiandra,56 Tanglin Road #B1-01 Singapore 247964 Singapore,4.0,15,$$,"['Italian', 'Wine Bars']",103.8253453,1.3058565,TANGLIN,NASSIM
iO Italian Osteria,4 Hillview Rise Hill V2 # 02-01 Singapore 667979 Singapore,4.0,17,$$$,['Italian'],103.7644064,1.362962442,BUKIT BATOK,HILLVIEW
Jamie's Italian,1 HarbourFront Walk #01-165/167 Singapore 098585 Singapore,3.0,44,$$$,['Italian'],103.82129,1.263437,BUKIT MERAH,MARITIME SQUARE
Da Paolo Gastronomia - Holland Village,118 Holland Ave #01-06 Singapore 278997 Singapore,4.0,15,$$,"['Italian', 'Patisserie/Cake Shop', 'Pizza']",103.79612,1.31055,BUKIT TIMAH,LEEDON PARK
La Pizzaiola,15-3 Jalan Riang Singapore 358987 Singapore,4.0,16,$$,"['Italian', 'Pizza']",103.8676,1.3474,SERANGOON,LORONG CHUAN
Mahota Commune,"809 French Rd Level 3, Kitchener Complex Singapore 200809 Singapore",5.0,5,$$,"['Organic Stores', 'Italian', 'Venues &amp; Event Spaces']",103.8623099,1.30831,KALLANG,LAVENDER
Fratini La Trattoria,10 Greenwood Avenue Singapore 289201 Singapore,4.5,9,$$$$,['Italian'],103.8070908,1.3312401,BUKIT TIMAH,HILLCREST
Bruno's Pizzeria &amp; Grill,344 Tanjong Katong Rd Singapore 437113 Singapore,3.5,20,$$,"['Italian', 'Pizza']",103.8965,1.3037,MARINE PARADE,MOUNTBATTEN
Senso Ristorante &amp; Bar,21 Club St Singapore 069410 Singapore,4.0,13,$$$,['Italian'],103.84663,1.28251,OUTRAM,CHINATOWN
Trattoria Nonna Lina,61 Cantonment Rd Singapore 089757 Singapore,4.0,10,$$$$,['Italian'],103.8405396,1.2785388,OUTRAM,CHINATOWN
AURA,"1 St Andrew's Rd #05-06, #06-02, National Gallery Singapore 178957 Singapore",3.5,19,$$$,"['Italian', 'Lounges']",103.8521004,1.290883873,DOWNTOWN CORE,CITY HALL
Rubato Modern Italian Trattoria,12 Greenwood Avenue Singapore 289204 Singapore,4.0,10,$$$,"['Pizza', 'Italian', 'Wine Bars']",103.8069473,1.3312104,BUKIT TIMAH,HILLCREST
Pizza Fabbrica,69/70 Bussorah Street Singapore 199483 Singapore,4.0,11,$$$,"['Italian', 'Pizza']",103.8600211,1.301014036,ROCHOR,KAMPONG GLAM
Ristorante da Valentino,200 Turf Club Road #01-19 Singapore 287994 Singapore,3.5,18,$$$,['Italian'],103.793967,1.336877,BUKIT TIMAH,SWISS CLUB
Once Upon A Thyme,10 Sinaran Drive Square 2 #B1-124 Singapore 307506 Singapore,4.5,7,$,"['Street Vendors', 'Italian']",103.844692,1.321163654,NOVENA,MOULMEIN
